geometry.coordinates,geometry.type,properties.bike,properties.bike_avg,properties.car,properties.car_avg,properties.car_speed_buckets,properties.car_speed_histogram,properties.id,properties.last_data_package,properties.lorry,properties.lorry_avg,properties.oneway,properties.pedestrian,properties.pedestrian_avg,properties.road_speed,properties.road_type,properties.speed,properties.typical_data,type
"[[[4.718111990665481, 50.892083254427355], [4.718116975797548, 50.892287088522124], [4.718107371334562, 50.892371243298456], [4.7181007092968095, 50.89242961174312], [4.7180652360953275, 50.89255246538444], [4.717963015943112, 50.89278730584279], [4.717710118647819, 50.89340928186996], [4.717658535016893, 50.893536145607605]]]",MultiLineString,581.0,101,11103.0,710,"[0, 1, 2, 3, 4, 5, 6, 7]","[225, 85, 488, 4283, 4865, 972, 137, 52]",350318,2020-02-17T21:52:46.647Z,552.0,164,False,33.0,2,,,50,"[{'hour': '05:00:00', 'pedestrian': 0, 'bike': 0, 'car': 95, 'lorry': 0}, {'hour': '06:00:00', 'pedestrian': 0, 'bike': 1, 'car': 150, 'lorry': 0}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 6, 'car': 324, 'lorry': 1}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 15, 'car': 485, 'lorry': 20}, {'hour': '09:00:00', 'pedestrian': 0, 'bike': 16, 'car': 446, 'lorry': 39}, {'hour': '10:00:00', 'pedestrian': 0, 'bike': 15, 'car': 412, 'lorry': 53}, {'hour': '11:00:00', 'pedestrian': 0, 'bike': 15, 'car': 440, 'lorry': 56}, {'hour': '12:00:00', 'pedestrian': 0, 'bike': 21, 'car': 479, 'lorry': 52}, {'hour': '13:00:00', 'pedestrian': 0, 'bike': 23, 'car': 463, 'lorry': 46}, {'hour': '14:00:00', 'pedestrian': 0, 'bike': 25, 'car': 442, 'lorry': 41}, {'hour': '15:00:00', 'pedestrian': 0, 'bike': 30, 'car': 467, 'lorry': 43}, {'hour': '16:00:00', 'pedestrian': 0, 'bike': 45, 'car': 548, 'lorry': 55}, {'hour': '17:00:00', 'pedestrian': 1, 'bike': 46, 'car': 503, 'lorry': 16}, {'hour': '18:00:00', 'pedestrian': 0, 'bike': 27, 'car': 473, 'lorry': 2}, {'hour': '19:00:00', 'pedestrian': 0, 'bike': 11, 'car': 386, 'lorry': 0}, {'hour': '20:00:00', 'pedestrian': 0, 'bike': 6, 'car': 260, 'lorry': 0}, {'hour': '21:00:00', 'pedestrian': 0, 'bike': 4, 'car': 215, 'lorry': 0}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[3.849814910392279, 50.89057777238015], [3.8498348661816686, 50.89061994570253], [3.849844921590622, 50.8906656636855], [3.849843265964718, 50.89069947057733], [3.849841923658748, 50.89071048865762], [3.8498376935728045, 50.89074522025527], [3.8498270783536466, 50.89079062318158], [3.8498049633672498, 50.89086447803957], [3.8497533135241713, 50.89094919658309], [3.849663587280982, 50.89107022842069], [3.8494120827334797, 50.891362340753204], [3.8493715314064203, 50.8914331976925], [3.849337230564033, 50.891610911106795], [3.8493460805533406, 50.891678275969774], [3.8493766980797495, 50.891735962633135], [3.84943334237743, 50.891802899446986], [3.8494465958900648, 50.8918185610948], [3.8495484881055484, 50.891898541519865]]]",MultiLineString,155.0,34,330.0,99,[0],[330],318507,2020-02-17T21:52:46.721Z,39.0,12,False,113.0,8,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 24, 'car': 24, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 8, 'bike': 12, 'car': 48, 'lorry': 5}, {'hour': '09:00:00', 'pedestrian': 6, 'bike': 10, 'car': 25, 'lorry': 1}, {'hour': '10:00:00', 'pedestrian': 13, 'bike': 6, 'car': 24, 'lorry': 1}, {'hour': '11:00:00', 'pedestrian': 11, 'bike': 8, 'car': 22, 'lorry': 0}, {'hour': '12:00:00', 'pedestrian': 10, 'bike': 10, 'car': 17, 'lorry': 0}, {'hour': '13:00:00', 'pedestrian': 9, 'bike': 11, 'car': 25, 'lorry': 1}, {'hour': '14:00:00', 'pedestrian': 9, 'bike': 16, 'car': 31, 'lorry': 1}, {'hour': '15:00:00', 'pedestrian': 5, 'bike': 21, 'car': 52, 'lorry': 2}, {'hour': '16:00:00', 'pedestrian': 6, 'bike': 20, 'car': 59, 'lorry': 3}, {'hour': '17:00:00', 'pedestrian': 8, 'bike': 21, 'car': 68, 'lorry': 12}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.574034963036055, 51.12448564697855], [4.57392059951778, 51.12454999947179], [4.573813383203989, 51.12461032968867], [4.573204303408807, 51.12489672899701], [4.573132857563222, 51.12492637309755], [4.57309304838395, 51.12494289067813], [4.572973354087135, 51.12498001545867], [4.572884526203293, 51.12501056862045], [4.572812446003786, 51.125048662183964]]]",MultiLineString,55.0,0,1230.0,65,"[0, 1, 2, 3, 4, 5, 6, 7]","[78, 26, 180, 448, 353, 122, 19, 8]",84098,2020-02-17T21:52:46.826Z,176.0,0,False,22.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 0, 'car': 83, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 2, 'car': 117, 'lorry': 5}, {'hour': '09:00:00', 'pedestrian': 1, 'bike': 2, 'car': 82, 'lorry': 7}, {'hour': '10:00:00', 'pedestrian': 2, 'bike': 2, 'car': 78, 'lorry': 9}, {'hour': '11:00:00', 'pedestrian': 1, 'bike': 4, 'car': 78, 'lorry': 7}, {'hour': '12:00:00', 'pedestrian': 1, 'bike': 5, 'car': 80, 'lorry': 7}, {'hour': '13:00:00', 'pedestrian': 1, 'bike': 4, 'car': 69, 'lorry': 6}, {'hour': '14:00:00', 'pedestrian': 2, 'bike': 5, 'car': 74, 'lorry': 6}, {'hour': '15:00:00', 'pedestrian': 1, 'bike': 4, 'car': 84, 'lorry': 7}, {'hour': '16:00:00', 'pedestrian': 2, 'bike': 4, 'car': 109, 'lorry': 6}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 0, 'car': 107, 'lorry': 6}, {'hour': '18:00:00', 'pedestrian': 0, 'bike': 0, 'car': 65, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[3.9746241603584673, 51.17631918950913], [3.974688247861728, 51.17633736532527], [3.9747184182195126, 51.17634710739732], [3.9755005702844795, 51.176599646565556], [3.9767746171774334, 51.176981831340875], [3.976836665514816, 51.17700044448882]]]",MultiLineString,60.0,0,3075.0,196,"[0, 1, 2, 3, 4, 5, 6, 7]","[54, 57, 127, 518, 1132, 846, 256, 90]",307815,2020-02-17T21:52:47.178Z,209.0,24,False,23.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 16, 'car': 171, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 2, 'car': 147, 'lorry': 8}, {'hour': '09:00:00', 'pedestrian': 0, 'bike': 5, 'car': 142, 'lorry': 8}, {'hour': '10:00:00', 'pedestrian': 0, 'bike': 8, 'car': 144, 'lorry': 7}, {'hour': '11:00:00', 'pedestrian': 0, 'bike': 6, 'car': 159, 'lorry': 9}, {'hour': '12:00:00', 'pedestrian': 0, 'bike': 6, 'car': 159, 'lorry': 6}, {'hour': '13:00:00', 'pedestrian': 0, 'bike': 6, 'car': 162, 'lorry': 5}, {'hour': '14:00:00', 'pedestrian': 0, 'bike': 7, 'car': 162, 'lorry': 6}, {'hour': '15:00:00', 'pedestrian': 0, 'bike': 6, 'car': 169, 'lorry': 8}, {'hour': '16:00:00', 'pedestrian': 0, 'bike': 6, 'car': 191, 'lorry': 6}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 7, 'car': 209, 'lorry': 6}, {'hour': '18:00:00', 'pedestrian': 0, 'bike': 0, 'car': 196, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.109319030002759, 50.96200965730067], [4.1093573401312025, 50.96207472547158], [4.109379104971276, 50.96211168599631], [4.10952579090103, 50.96235763779604], [4.109680042911908, 50.96261309982573], [4.109814915771063, 50.96283877138116], [4.109820546873955, 50.962878779476526], [4.109868445234192, 50.9629639946765], [4.109900878884353, 50.963015849773], [4.109925143818995, 50.96303206875381], [4.109999286517489, 50.963152825633756], [4.110043496927644, 50.96319595718232], [4.110087221285372, 50.963273632858844], [4.110102578497194, 50.963326273122604], [4.110155471077393, 50.963415311743816], [4.110168845953508, 50.96346498248795]]]",MultiLineString,64.0,0,3145.0,71,"[0, 1, 2, 3, 4, 5, 6, 7]","[95, 69, 354, 1203, 1043, 272, 78, 35]",429638,2020-02-17T21:52:47.194Z,159.0,0,False,34.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 4, 'car': 127, 'lorry': 24}, {'hour': '09:00:00', 'pedestrian': 2, 'bike': 7, 'car': 107, 'lorry': 26}, {'hour': '10:00:00', 'pedestrian': 1, 'bike': 9, 'car': 110, 'lorry': 21}, {'hour': '11:00:00', 'pedestrian': 1, 'bike': 11, 'car': 110, 'lorry': 26}, {'hour': '12:00:00', 'pedestrian': 0, 'bike': 6, 'car': 121, 'lorry': 24}, {'hour': '13:00:00', 'pedestrian': 0, 'bike': 6, 'car': 130, 'lorry': 21}, {'hour': '14:00:00', 'pedestrian': 1, 'bike': 7, 'car': 139, 'lorry': 17}, {'hour': '15:00:00', 'pedestrian': 0, 'bike': 7, 'car': 139, 'lorry': 17}, {'hour': '16:00:00', 'pedestrian': 1, 'bike': 8, 'car': 179, 'lorry': 25}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 7, 'car': 211, 'lorry': 31}, {'hour': '18:00:00', 'pedestrian': 0, 'bike': 0, 'car': 71, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[5.27507682953444, 50.98393273123674], [5.275038123287299, 50.98371993514494], [5.274979468057966, 50.983384775328815], [5.274846223365364, 50.98261746532529], [5.274761180726458, 50.98210610231802], [5.274624167663974, 50.98134084378032], [5.274600951895276, 50.98121117921267]]]",MultiLineString,222.0,80,11222.0,663,"[0, 1, 2, 3, 4, 5, 6, 7]","[283, 101, 488, 2475, 2385, 3506, 1619, 369]",38007,2020-02-17T21:52:47.270Z,960.0,129,False,53.0,8,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 0, 'car': 120, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 4, 'car': 604, 'lorry': 82}, {'hour': '09:00:00', 'pedestrian': 3, 'bike': 6, 'car': 430, 'lorry': 103}, {'hour': '10:00:00', 'pedestrian': 2, 'bike': 9, 'car': 440, 'lorry': 103}, {'hour': '11:00:00', 'pedestrian': 2, 'bike': 10, 'car': 505, 'lorry': 100}, {'hour': '12:00:00', 'pedestrian': 1, 'bike': 13, 'car': 534, 'lorry': 97}, {'hour': '13:00:00', 'pedestrian': 2, 'bike': 15, 'car': 515, 'lorry': 98}, {'hour': '14:00:00', 'pedestrian': 3, 'bike': 19, 'car': 549, 'lorry': 93}, {'hour': '15:00:00', 'pedestrian': 2, 'bike': 15, 'car': 619, 'lorry': 109}, {'hour': '16:00:00', 'pedestrian': 1, 'bike': 14, 'car': 708, 'lorry': 105}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 5, 'car': 754, 'lorry': 94}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[3.2202328339318687, 51.218133953250394], [3.22024846759627, 51.21807279597984], [3.220248801655012, 51.218072325154374], [3.2202732002090126, 51.21803797687697], [3.2202873058066652, 51.21801797740667], [3.220299797028453, 51.21799783684046], [3.220310813695822, 51.21797768080679], [3.2203189116287514, 51.217956930315154], [3.2203315180111716, 51.217903601446345], [3.220325896620716, 51.21787785510615], [3.220327274859221, 51.217873743972895], [3.2203663935748628, 51.21775734805406], [3.2203846334297666, 51.217684458693235], [3.2203956688667628, 51.2176403105776], [3.220408912751308, 51.21759888908318], [3.220415884458892, 51.217576771030615], [3.2204270576432, 51.217545559883575], [3.2204342902280745, 51.21752274246406], [3.220566383581481, 51.2172195044727], [3.220613949194514, 51.217088072591515], [3.2206363785039724, 51.21703923451181], [3.220654166815409, 51.21699978098246], [3.2206671722497946, 51.21697034118651], [3.220680377429347, 51.21694968510919], [3.220700806752493, 51.216926276591764], [3.2207146707402954, 51.216907884485096], [3.220737590500327, 51.21684900939789], [3.220774049487718, 51.216738396573795], [3.2207985982217946, 51.21666640142847], [3.22083467662348, 51.21656059691741], [3.2208441411024253, 51.21653134711429], [3.2208512628449535, 51.216508403166934], [3.220857949566349, 51.21648675753663], [3.2209601341792258, 51.21613417415708], [3.220981392177001, 51.21606015295001], [3.220994311787664, 51.216013254570704], [3.2210187999862043, 51.215921421519376], [3.2210348637632076, 51.215862444167556], [3.221058709126168, 51.2157740211561], [3.221068975707297, 51.21573605946148], [3.2210742269982098, 51.21571689910603], [3.221079399617282, 51.21570138383159], [3.2210884903686727, 51.215674130786816], [3.2210915299062854, 51.21562161684881]]]",MultiLineString,391.0,64,6017.0,494,"[0, 1, 2, 3, 4, 5, 6, 7]","[194, 1385, 3500, 691, 99, 26, 30, 95]",305627,2020-02-17T21:52:47.533Z,581.0,62,False,106.0,4,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 37, 'car': 201, 'lorry': 25}, {'hour': '08:00:00', 'pedestrian': 6, 'bike': 45, 'car': 254, 'lorry': 53}, {'hour': '09:00:00', 'pedestrian': 6, 'bike': 39, 'car': 232, 'lorry': 63}, {'hour': '10:00:00', 'pedestrian': 6, 'bike': 50, 'car': 263, 'lorry': 71}, {'hour': '11:00:00', 'pedestrian': 5, 'bike': 50, 'car': 300, 'lorry': 66}, {'hour': '12:00:00', 'pedestrian': 4, 'bike': 45, 'car': 295, 'lorry': 52}, {'hour': '13:00:00', 'pedestrian': 2, 'bike': 51, 'car': 272, 'lorry': 57}, {'hour': '14:00:00', 'pedestrian': 5, 'bike': 57, 'car': 301, 'lorry': 62}, {'hour': '15:00:00', 'pedestrian': 5, 'bike': 67, 'car': 362, 'lorry': 64}, {'hour': '16:00:00', 'pedestrian': 4, 'bike': 77, 'car': 397, 'lorry': 63}, {'hour': '17:00:00', 'pedestrian': 2, 'bike': 80, 'car': 420, 'lorry': 46}, {'hour': '18:00:00', 'pedestrian': 4, 'bike': 93, 'car': 437, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.641484604704692, 50.84055742872107], [4.6414977796986, 50.840538932093246], [4.641522736673853, 50.84048521828288], [4.641523630708604, 50.84048145696798], [4.641542891614626, 50.84040045340117], [4.641531029064792, 50.84033339831101], [4.641378509109539, 50.84012440722379], [4.641216196023586, 50.83990550502921], [4.6411599583538825, 50.839841579505894], [4.641036581097421, 50.8396607206394], [4.640902463563109, 50.83950844849642], [4.640902013554385, 50.83950793749637], [4.640835781223953, 50.83943511969438]]]",MultiLineString,157.0,16,4073.0,276,"[0, 1, 2, 3, 4, 5, 6, 7]","[224, 444, 1798, 1452, 119, 13, 9, 17]",81563,2020-02-17T21:52:47.635Z,435.0,53,False,89.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 51, 'car': 350, 'lorry': 51}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 4, 'car': 219, 'lorry': 30}, {'hour': '09:00:00', 'pedestrian': 4, 'bike': 6, 'car': 155, 'lorry': 22}, {'hour': '10:00:00', 'pedestrian': 3, 'bike': 9, 'car': 144, 'lorry': 24}, {'hour': '11:00:00', 'pedestrian': 1, 'bike': 11, 'car': 141, 'lorry': 30}, {'hour': '12:00:00', 'pedestrian': 1, 'bike': 8, 'car': 154, 'lorry': 29}, {'hour': '13:00:00', 'pedestrian': 2, 'bike': 6, 'car': 168, 'lorry': 25}, {'hour': '14:00:00', 'pedestrian': 1, 'bike': 5, 'car': 169, 'lorry': 21}, {'hour': '15:00:00', 'pedestrian': 2, 'bike': 7, 'car': 184, 'lorry': 21}, {'hour': '16:00:00', 'pedestrian': 3, 'bike': 8, 'car': 229, 'lorry': 26}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 9, 'car': 274, 'lorry': 24}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[7.772384894826818, 49.15447410347623], [7.772892094826634, 49.15411310347643], [7.773012494826584, 49.153998703476475]]]",MultiLineString,1326.0,15,9130.0,751,"[0, 1, 2, 3, 4, 5, 6, 7]","[297, 153, 1177, 4882, 2096, 340, 80, 110]",9000000018,2020-02-17T21:52:47.669Z,1024.0,79,False,210.0,25,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 0, 'car': 621, 'lorry': 8}, {'hour': '08:00:00', 'pedestrian': 4, 'bike': 4, 'car': 491, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 10, 'bike': 8, 'car': 552, 'lorry': 3}, {'hour': '10:00:00', 'pedestrian': 8, 'bike': 10, 'car': 527, 'lorry': 5}, {'hour': '11:00:00', 'pedestrian': 12, 'bike': 14, 'car': 487, 'lorry': 109}, {'hour': '12:00:00', 'pedestrian': 5, 'bike': 21, 'car': 566, 'lorry': 4}, {'hour': '13:00:00', 'pedestrian': 7, 'bike': 18, 'car': 555, 'lorry': 0}, {'hour': '14:00:00', 'pedestrian': 9, 'bike': 19, 'car': 627, 'lorry': 3}, {'hour': '15:00:00', 'pedestrian': 15, 'bike': 45, 'car': 557, 'lorry': 1}, {'hour': '16:00:00', 'pedestrian': 14, 'bike': 50, 'car': 699, 'lorry': 4}, {'hour': '17:00:00', 'pedestrian': 8, 'bike': 8, 'car': 703, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.399550717811973, 51.34814679586216], [4.399718120205818, 51.34822910992733], [4.399822847263129, 51.34825655473938], [4.399838546407186, 51.34826066455311], [4.399855031985219, 51.34826498583728], [4.400848199917569, 51.348525187128885], [4.409244758380969, 51.35063976871185], [4.4127825413979895, 51.35152927739253], [4.415480345614373, 51.35220414703945], [4.415577040974879, 51.352228948875165], [4.415831761778346, 51.352294284197534]]]",MultiLineString,27.0,16,7093.0,667,"[0, 1, 2, 3, 4, 5, 6, 7]","[83, 27, 53, 388, 2162, 2724, 1206, 454]",49011,2020-02-17T21:52:47.767Z,795.0,63,False,7.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': 0, 'bike': 6, 'car': 226, 'lorry': 78}, {'hour': '06:00:00', 'pedestrian': 0, 'bike': 15, 'car': 323, 'lorry': 103}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 13, 'car': 350, 'lorry': 104}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 8, 'car': 365, 'lorry': 82}, {'hour': '09:00:00', 'pedestrian': 0, 'bike': 9, 'car': 294, 'lorry': 83}, {'hour': '10:00:00', 'pedestrian': 0, 'bike': 11, 'car': 302, 'lorry': 83}, {'hour': '11:00:00', 'pedestrian': 0, 'bike': 11, 'car': 312, 'lorry': 85}, {'hour': '12:00:00', 'pedestrian': 0, 'bike': 12, 'car': 357, 'lorry': 83}, {'hour': '13:00:00', 'pedestrian': 0, 'bike': 13, 'car': 395, 'lorry': 87}, {'hour': '14:00:00', 'pedestrian': 0, 'bike': 13, 'car': 392, 'lorry': 92}, {'hour': '15:00:00', 'pedestrian': 0, 'bike': 15, 'car': 415, 'lorry': 106}, {'hour': '16:00:00', 'pedestrian': 1, 'bike': 17, 'car': 469, 'lorry': 115}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 16, 'car': 487, 'lorry': 114}, {'hour': '18:00:00', 'pedestrian': 0, 'bike': 14, 'car': 369, 'lorry': 108}, {'hour': '19:00:00', 'pedestrian': 0, 'bike': 10, 'car': 243, 'lorry': 97}, {'hour': '20:00:00', 'pedestrian': 0, 'bike': 7, 'car': 183, 'lorry': 87}, {'hour': '21:00:00', 'pedestrian': 0, 'bike': 6, 'car': 207, 'lorry': 65}, {'hour': '22:00:00', 'pedestrian': 0, 'bike': 0, 'car': 217, 'lorry': 58}]",Feature
"[[[3.909433611434329, 51.00966569504744], [3.909508142351844, 51.00962468729422], [3.9096770801730503, 51.00952758845087], [3.9099382597972254, 51.00935471288036], [3.91027648145018, 51.00912372158895], [3.9105692182737632, 51.008923016419615], [3.9107426902942075, 51.00880486806126], [3.9109443345788546, 51.00866294538622], [3.9111330256880934, 51.008525046432], [3.9113661444639254, 51.00835361437502], [3.911690359393164, 51.00811833035421], [3.91197994193771, 51.007908206533436], [3.9123269746750893, 51.00765069628349], [3.9124496496371926, 51.00755944816406], [3.9126145615851633, 51.00742707900832], [3.9127328829334473, 51.00732429255121], [3.912809879248355, 51.00726011868406], [3.912864288465655, 51.00720526950622], [3.913127415542108, 51.00694405408594], [3.913328465259602, 51.006747766091834], [3.913484002501412, 51.00658333417346], [3.913818757943576, 51.006258488189665], [3.9140709617916833, 51.00600944002886], [3.91444821721705, 51.005640797733086], [3.914705722749035, 51.00539499842403], [3.915044656146969, 51.00508519213737], [3.9152412798715273, 51.00490798874299], [3.9154324249272787, 51.0047321757597], [3.915433677779131, 51.00473104491234], [3.915511689472177, 51.00466042391098], [3.915564799651519, 51.0046125458515]]]",MultiLineString,33.0,3,456.0,53,"[0, 1, 2, 3, 4, 5, 6, 7]","[60, 4, 27, 64, 160, 84, 37, 24]",70627,2020-02-17T21:52:47.854Z,77.0,6,False,36.0,1,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 0, 'car': 22, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 1, 'car': 24, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 2, 'bike': 2, 'car': 24, 'lorry': 0}, {'hour': '10:00:00', 'pedestrian': 2, 'bike': 3, 'car': 26, 'lorry': 0}, {'hour': '11:00:00', 'pedestrian': 1, 'bike': 4, 'car': 29, 'lorry': 1}, {'hour': '12:00:00', 'pedestrian': 1, 'bike': 4, 'car': 31, 'lorry': 1}, {'hour': '13:00:00', 'pedestrian': 1, 'bike': 4, 'car': 29, 'lorry': 0}, {'hour': '14:00:00', 'pedestrian': 1, 'bike': 5, 'car': 28, 'lorry': 1}, {'hour': '15:00:00', 'pedestrian': 3, 'bike': 6, 'car': 32, 'lorry': 1}, {'hour': '16:00:00', 'pedestrian': 3, 'bike': 7, 'car': 40, 'lorry': 0}, {'hour': '17:00:00', 'pedestrian': 1, 'bike': 7, 'car': 52, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': 0, 'bike': 4, 'car': 46, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
