geometry.coordinates,geometry.type,properties.bike,properties.bike_avg,properties.car,properties.car_avg,properties.car_speed_buckets,properties.car_speed_histogram,properties.id,properties.last_data_package,properties.lorry,properties.lorry_avg,properties.oneway,properties.pedestrian,properties.pedestrian_avg,properties.road_speed,properties.road_type,properties.speed,properties.typical_data,type
"[[[4.3867021681364315, 50.8552992256792], [4.386805164648574, 50.855345100618216], [4.388482562910625, 50.85611138137757], [4.388580307014964, 50.856154702647544]]]",MultiLineString,177.0,33,1562.0,85,"[0, 1, 2, 3, 4, 5, 6, 7]","[185, 338, 769, 227, 21, 9, 5, 13]",1003073115,2020-02-17T21:52:37.162Z,115.0,6,False,198.0,18,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '08:00:00', 'pedestrian': 10, 'bike': 21, 'car': 111, 'lorry': 2}, {'hour': '09:00:00', 'pedestrian': 8, 'bike': 12, 'car': 69, 'lorry': 2}, {'hour': '10:00:00', 'pedestrian': 9, 'bike': 8, 'car': 56, 'lorry': 2}, {'hour': '11:00:00', 'pedestrian': 11, 'bike': 10, 'car': 66, 'lorry': 3}, {'hour': '12:00:00', 'pedestrian': 12, 'bike': 15, 'car': 69, 'lorry': 4}, {'hour': '13:00:00', 'pedestrian': 7, 'bike': 13, 'car': 69, 'lorry': 1}, {'hour': '14:00:00', 'pedestrian': 7, 'bike': 13, 'car': 64, 'lorry': 2}, {'hour': '15:00:00', 'pedestrian': 11, 'bike': 19, 'car': 82, 'lorry': 4}, {'hour': '16:00:00', 'pedestrian': 12, 'bike': 18, 'car': 85, 'lorry': 3}, {'hour': '17:00:00', 'pedestrian': 6, 'bike': 23, 'car': 85, 'lorry': 6}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.924574250926221, 50.860924736079234], [4.924584218882003, 50.86100565388182], [4.924593064017113, 50.861143974334404], [4.924593824762099, 50.86120821059984], [4.9245929921679465, 50.86123938430791], [4.924586971549664, 50.86128882788923], [4.924545589350834, 50.861699551206165], [4.92451462186815, 50.86202621873929], [4.924488618918006, 50.862315611569336], [4.9244301270519175, 50.86289950586562], [4.924349393170802, 50.863695337269164], [4.924311267454834, 50.864077155687816], [4.924290127276429, 50.86431950541247], [4.924274198941589, 50.864446805157165], [4.924242389323951, 50.86475333016547], [4.924213575586757, 50.86500852561478], [4.9241684276235835, 50.86545689699504], [4.924148482783932, 50.86570026676197], [4.92413726149389, 50.86592838370275], [4.924135439663434, 50.866010901523595]]]",MultiLineString,21.0,11,917.0,46,"[0, 2, 3, 4, 5, 6, 7]","[7, 7, 22, 181, 381, 210, 113]",334060,2020-02-17T21:52:40.840Z,106.0,0,False,3.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 0, 'car': 73, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 0, 'car': 45, 'lorry': 3}, {'hour': '09:00:00', 'pedestrian': 0, 'bike': 0, 'car': 33, 'lorry': 4}, {'hour': '10:00:00', 'pedestrian': 0, 'bike': 1, 'car': 35, 'lorry': 5}, {'hour': '11:00:00', 'pedestrian': 0, 'bike': 1, 'car': 37, 'lorry': 7}, {'hour': '12:00:00', 'pedestrian': 0, 'bike': 1, 'car': 40, 'lorry': 7}, {'hour': '13:00:00', 'pedestrian': 0, 'bike': 1, 'car': 39, 'lorry': 7}, {'hour': '14:00:00', 'pedestrian': 0, 'bike': 2, 'car': 40, 'lorry': 7}, {'hour': '15:00:00', 'pedestrian': 0, 'bike': 2, 'car': 42, 'lorry': 7}, {'hour': '16:00:00', 'pedestrian': 0, 'bike': 2, 'car': 59, 'lorry': 7}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 2, 'car': 74, 'lorry': 3}, {'hour': '18:00:00', 'pedestrian': 0, 'bike': 0, 'car': 53, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': 0, 'bike': 0, 'car': 48, 'lorry': 0}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.032249192544574, 50.94166580018971], [4.032393388410462, 50.94171168129119], [4.032604699384955, 50.94177891747855], [4.033149575111015, 50.94194519328005], [4.033774039984614, 50.942122674052364], [4.0348886245898505, 50.942446821953965], [4.03494342280564, 50.94246275827472], [4.03503267248585, 50.942589796445766]]]",MultiLineString,572.0,97,7585.0,367,"[0, 1, 2, 3, 4, 5, 6, 7]","[428, 964, 3930, 1571, 249, 65, 87, 295]",428630,2020-02-17T21:52:41.673Z,582.0,23,False,166.0,16,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '08:00:00', 'pedestrian': 17, 'bike': 64, 'car': 358, 'lorry': 12}, {'hour': '09:00:00', 'pedestrian': 9, 'bike': 60, 'car': 353, 'lorry': 12}, {'hour': '10:00:00', 'pedestrian': 9, 'bike': 53, 'car': 384, 'lorry': 14}, {'hour': '11:00:00', 'pedestrian': 9, 'bike': 58, 'car': 406, 'lorry': 13}, {'hour': '12:00:00', 'pedestrian': 10, 'bike': 73, 'car': 387, 'lorry': 12}, {'hour': '13:00:00', 'pedestrian': 7, 'bike': 60, 'car': 395, 'lorry': 14}, {'hour': '14:00:00', 'pedestrian': 8, 'bike': 66, 'car': 391, 'lorry': 19}, {'hour': '15:00:00', 'pedestrian': 10, 'bike': 75, 'car': 378, 'lorry': 19}, {'hour': '16:00:00', 'pedestrian': 8, 'bike': 90, 'car': 347, 'lorry': 20}, {'hour': '17:00:00', 'pedestrian': 11, 'bike': 75, 'car': 367, 'lorry': 21}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[5.2272567761683915, 51.07457493405223], [5.2271738119154545, 51.07456009075382], [5.226738011188279, 51.074482125530295], [5.225755740376559, 51.074303482128656], [5.2256677595292516, 51.07428748048149]]]",MultiLineString,58.0,3,134.0,8,"[0, 1, 2, 3, 4]","[11, 35, 42, 31, 18]",256740,2020-02-17T21:52:41.755Z,0.0,0,False,21.0,4,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 2, 'car': 8, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 1, 'bike': 0, 'car': 5, 'lorry': 0}, {'hour': '10:00:00', 'pedestrian': 1, 'bike': 1, 'car': 5, 'lorry': 0}, {'hour': '11:00:00', 'pedestrian': 1, 'bike': 3, 'car': 5, 'lorry': 0}, {'hour': '12:00:00', 'pedestrian': 1, 'bike': 2, 'car': 5, 'lorry': 0}, {'hour': '13:00:00', 'pedestrian': 1, 'bike': 3, 'car': 8, 'lorry': 0}, {'hour': '14:00:00', 'pedestrian': 1, 'bike': 2, 'car': 8, 'lorry': 0}, {'hour': '15:00:00', 'pedestrian': 1, 'bike': 2, 'car': 8, 'lorry': 0}, {'hour': '16:00:00', 'pedestrian': 1, 'bike': 1, 'car': 8, 'lorry': 0}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 2, 'car': 8, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.704010614543364, 50.88165076871916], [4.703979834626852, 50.881669741988155], [4.703921355976366, 50.88170578915374], [4.703249927530479, 50.88211966184065], [4.702783105544752, 50.882396563307935], [4.7023423464472085, 50.88264451923672], [4.701964237998277, 50.88286424339487], [4.701942957985779, 50.88287660905915], [4.701818307527378, 50.88294727736322]]]",MultiLineString,268.0,110,78.0,17,"[1, 2, 3, 4, 5, 6, 7]","[7, 10, 20, 10, 7, 7, 20]",347931,2020-02-17T21:52:43.593Z,20.0,42,False,124.0,21,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '08:00:00', 'pedestrian': 19, 'bike': 45, 'car': 12, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 12, 'bike': 27, 'car': 9, 'lorry': 2}, {'hour': '10:00:00', 'pedestrian': 13, 'bike': 31, 'car': 11, 'lorry': 2}, {'hour': '11:00:00', 'pedestrian': 12, 'bike': 49, 'car': 12, 'lorry': 2}, {'hour': '12:00:00', 'pedestrian': 17, 'bike': 56, 'car': 14, 'lorry': 1}, {'hour': '13:00:00', 'pedestrian': 18, 'bike': 53, 'car': 14, 'lorry': 1}, {'hour': '14:00:00', 'pedestrian': 15, 'bike': 40, 'car': 14, 'lorry': 1}, {'hour': '15:00:00', 'pedestrian': 16, 'bike': 47, 'car': 14, 'lorry': 1}, {'hour': '16:00:00', 'pedestrian': 15, 'bike': 58, 'car': 15, 'lorry': 1}, {'hour': '17:00:00', 'pedestrian': 13, 'bike': 75, 'car': 15, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.831878050634871, 50.83824380470387], [4.831879981311893, 50.83818852978062], [4.83188214443843, 50.8381266081694], [4.831878750895566, 50.83806951493774], [4.8318702390269825, 50.83791311616953], [4.831851145876138, 50.83771446359925], [4.831835287940042, 50.83757047924371], [4.831809564102481, 50.837427000501705], [4.831786160829875, 50.83732901632741], [4.831741540664019, 50.83715829392646], [4.831679117362194, 50.83691573053438], [4.831629574482032, 50.83672668104719], [4.831614702338709, 50.836669404180846]]]",MultiLineString,46.0,13,523.0,65,"[0, 1, 2, 3, 4, 7]","[36, 112, 242, 108, 20, 7]",548347,2020-02-17T21:52:43.922Z,10.0,5,False,95.0,20,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 9, 'bike': 0, 'car': 52, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 8, 'bike': 8, 'car': 37, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 5, 'bike': 5, 'car': 18, 'lorry': 0}, {'hour': '10:00:00', 'pedestrian': 4, 'bike': 5, 'car': 19, 'lorry': 0}, {'hour': '11:00:00', 'pedestrian': 3, 'bike': 5, 'car': 23, 'lorry': 0}, {'hour': '12:00:00', 'pedestrian': 4, 'bike': 7, 'car': 23, 'lorry': 0}, {'hour': '13:00:00', 'pedestrian': 4, 'bike': 6, 'car': 21, 'lorry': 0}, {'hour': '14:00:00', 'pedestrian': 6, 'bike': 7, 'car': 20, 'lorry': 0}, {'hour': '15:00:00', 'pedestrian': 8, 'bike': 9, 'car': 23, 'lorry': 0}, {'hour': '16:00:00', 'pedestrian': 10, 'bike': 12, 'car': 31, 'lorry': 0}, {'hour': '17:00:00', 'pedestrian': 12, 'bike': 13, 'car': 65, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': 12, 'bike': 20, 'car': 68, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.509916850147914, 51.00365679833671], [4.509695615349524, 51.00355537892427], [4.5096859932836475, 51.00354970651463], [4.5096239111973775, 51.00351310912189], [4.509213900427652, 51.0031694912526], [4.509072696304581, 51.003050727062366], [4.508956897606898, 51.002953328942745], [4.5088549192875345, 51.00288230215781], [4.508807414394367, 51.00285535657513], [4.508736754493446, 51.002815280331085], [4.508727750757788, 51.00281017205022], [4.508571924068889, 51.00274496239945], [4.508333440202408, 51.00267525672886], [4.5081749615165165, 51.002637583701855], [4.508087393471789, 51.0025978125466], [4.508044524853025, 51.00259468327437], [4.50801044934754, 51.00260738391587], [4.507459806845883, 51.00303784037635], [4.5074404443980445, 51.00305297766229]]]",MultiLineString,90.0,11,130.0,20,"[0, 1, 2, 3, 7]","[74, 14, 37, 4, 4]",44520,2020-02-17T21:52:44.057Z,99.0,8,False,90.0,3,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 12, 'car': 17, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 4, 'bike': 6, 'car': 5, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 2, 'bike': 4, 'car': 5, 'lorry': 0}, {'hour': '10:00:00', 'pedestrian': 3, 'bike': 6, 'car': 5, 'lorry': 0}, {'hour': '11:00:00', 'pedestrian': 3, 'bike': 6, 'car': 6, 'lorry': 0}, {'hour': '12:00:00', 'pedestrian': 2, 'bike': 6, 'car': 5, 'lorry': 0}, {'hour': '13:00:00', 'pedestrian': 2, 'bike': 5, 'car': 6, 'lorry': 0}, {'hour': '14:00:00', 'pedestrian': 2, 'bike': 5, 'car': 6, 'lorry': 0}, {'hour': '15:00:00', 'pedestrian': 3, 'bike': 7, 'car': 5, 'lorry': 0}, {'hour': '16:00:00', 'pedestrian': 3, 'bike': 9, 'car': 7, 'lorry': 0}, {'hour': '17:00:00', 'pedestrian': 3, 'bike': 8, 'car': 6, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.085849595985813, 50.94427770245616], [4.086034595985769, 50.94429270245618], [4.0878147959853655, 50.94462270245628], [4.088290795985259, 50.944711002456316], [4.090717995984712, 50.945178902456426], [4.091748995984481, 50.945372602456494], [4.092065695984413, 50.94544640245649], [4.092269695984368, 50.94550100245651], [4.092915795984232, 50.945711202456536]]]",MultiLineString,114.0,34,8590.0,636,"[0, 1, 2, 3, 4, 5, 6, 7]","[131, 13, 54, 283, 2245, 3413, 1788, 667]",9000000028,2020-02-17T21:52:44.596Z,661.0,57,False,19.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 0, 'car': 245, 'lorry': 24}, {'hour': '08:00:00', 'pedestrian': 1, 'bike': 11, 'car': 548, 'lorry': 7}, {'hour': '09:00:00', 'pedestrian': 1, 'bike': 30, 'car': 319, 'lorry': 38}, {'hour': '10:00:00', 'pedestrian': 1, 'bike': 22, 'car': 380, 'lorry': 25}, {'hour': '11:00:00', 'pedestrian': 1, 'bike': 16, 'car': 402, 'lorry': 63}, {'hour': '12:00:00', 'pedestrian': 2, 'bike': 11, 'car': 400, 'lorry': 42}, {'hour': '13:00:00', 'pedestrian': 2, 'bike': 14, 'car': 466, 'lorry': 23}, {'hour': '14:00:00', 'pedestrian': 1, 'bike': 18, 'car': 479, 'lorry': 18}, {'hour': '15:00:00', 'pedestrian': 1, 'bike': 14, 'car': 482, 'lorry': 10}, {'hour': '16:00:00', 'pedestrian': 1, 'bike': 14, 'car': 600, 'lorry': 2}, {'hour': '17:00:00', 'pedestrian': 2, 'bike': 10, 'car': 638, 'lorry': 19}, {'hour': '18:00:00', 'pedestrian': 0, 'bike': 0, 'car': 636, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.34334278621996, 50.75358875386303], [4.343598064477739, 50.75357563560029], [4.343781458624112, 50.75356621055032], [4.344318838410954, 50.75361083047831], [4.344523371502905, 50.75362781276428]]]",MultiLineString,197.0,10,2720.0,414,"[0, 1, 2, 3, 4, 5, 6, 7]","[61, 64, 762, 1337, 353, 58, 20, 70]",360906,2020-02-17T21:52:45.437Z,159.0,20,False,20.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 0, 'car': 360, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 5, 'car': 379, 'lorry': 15}, {'hour': '09:00:00', 'pedestrian': 0, 'bike': 3, 'car': 162, 'lorry': 11}, {'hour': '10:00:00', 'pedestrian': 1, 'bike': 9, 'car': 134, 'lorry': 15}, {'hour': '11:00:00', 'pedestrian': 1, 'bike': 11, 'car': 150, 'lorry': 9}, {'hour': '12:00:00', 'pedestrian': 1, 'bike': 7, 'car': 178, 'lorry': 9}, {'hour': '13:00:00', 'pedestrian': 0, 'bike': 5, 'car': 134, 'lorry': 12}, {'hour': '14:00:00', 'pedestrian': 1, 'bike': 6, 'car': 142, 'lorry': 11}, {'hour': '15:00:00', 'pedestrian': 0, 'bike': 6, 'car': 255, 'lorry': 14}, {'hour': '16:00:00', 'pedestrian': 1, 'bike': 6, 'car': 339, 'lorry': 14}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 5, 'car': 379, 'lorry': 20}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.690391555637457, 50.8850616028622], [4.690308987167829, 50.885079015764006], [4.690142802899649, 50.88511406289099], [4.689861917438433, 50.88518217483201], [4.6896000633786965, 50.88525344141943], [4.6893066623867465, 50.88534483530518], [4.688714890502823, 50.88554286681478], [4.688409070569283, 50.88564045642555], [4.688334179991527, 50.88566435393333]]]",MultiLineString,242.0,16,219.0,57,"[2, 3, 4]","[93, 116, 12]",348127,2020-02-17T21:52:45.915Z,0.0,0,False,23.0,8,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '08:00:00', 'pedestrian': 4, 'bike': 24, 'car': 15, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 1, 'bike': 12, 'car': 13, 'lorry': 0}, {'hour': '10:00:00', 'pedestrian': 2, 'bike': 12, 'car': 16, 'lorry': 0}, {'hour': '11:00:00', 'pedestrian': 3, 'bike': 15, 'car': 19, 'lorry': 0}, {'hour': '12:00:00', 'pedestrian': 5, 'bike': 22, 'car': 18, 'lorry': 0}, {'hour': '13:00:00', 'pedestrian': 4, 'bike': 19, 'car': 18, 'lorry': 0}, {'hour': '14:00:00', 'pedestrian': 2, 'bike': 16, 'car': 15, 'lorry': 0}, {'hour': '15:00:00', 'pedestrian': 3, 'bike': 19, 'car': 19, 'lorry': 0}, {'hour': '16:00:00', 'pedestrian': 2, 'bike': 26, 'car': 19, 'lorry': 0}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 8, 'car': 21, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.685237063255665, 50.91682586544286], [4.685403228669794, 50.91696244346339], [4.685411468323722, 50.91696921575927], [4.685512050872464, 50.91705950315748], [4.6856272241391625, 50.91716876369902], [4.6859697187811244, 50.91750495827937], [4.686575388738048, 50.91810251561435], [4.687279397485768, 50.91879798473205], [4.687565558099201, 50.91907800015374], [4.687683570715642, 50.91919553037599], [4.6877333083308015, 50.91924638294755], [4.687776995520603, 50.919294204484636], [4.687826768687793, 50.919350378647636], [4.6878704819779005, 50.91940200238114], [4.687914235993848, 50.91945972152362], [4.687962863907776, 50.91952502277703], [4.688061614710503, 50.91966217464086], [4.6885703689559834, 50.92035883319898], [4.6887468353064055, 50.92059862901012], [4.68877600803781, 50.920636592523465], [4.688810034299267, 50.920681393134025], [4.688846441692794, 50.92072086492986], [4.688878011258301, 50.920755783597244], [4.688910760464742, 50.9207906984586], [4.6889568209083965, 50.92083166327843], [4.6892892404918864, 50.92112202980465], [4.689893372765616, 50.92165465223009], [4.690029111728189, 50.92177526870305], [4.690073923605016, 50.921810150172135], [4.690104207726988, 50.92183365534345], [4.690144129598607, 50.92185866271264], [4.690186414436371, 50.92187756805572], [4.690238532667101, 50.9218995566043]]]",MultiLineString,132.0,27,3974.0,244,"[0, 1, 2, 3, 4, 5, 6, 7]","[239, 71, 102, 671, 1602, 958, 230, 106]",311302,2020-02-17T21:52:46.140Z,494.0,55,False,137.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': 0, 'bike': 5, 'car': 52, 'lorry': 0}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 20, 'car': 264, 'lorry': 27}, {'hour': '08:00:00', 'pedestrian': 4, 'bike': 23, 'car': 282, 'lorry': 42}, {'hour': '09:00:00', 'pedestrian': 2, 'bike': 17, 'car': 195, 'lorry': 52}, {'hour': '10:00:00', 'pedestrian': 2, 'bike': 20, 'car': 170, 'lorry': 54}, {'hour': '11:00:00', 'pedestrian': 2, 'bike': 20, 'car': 168, 'lorry': 55}, {'hour': '12:00:00', 'pedestrian': 2, 'bike': 25, 'car': 182, 'lorry': 46}, {'hour': '13:00:00', 'pedestrian': 2, 'bike': 21, 'car': 188, 'lorry': 50}, {'hour': '14:00:00', 'pedestrian': 2, 'bike': 16, 'car': 198, 'lorry': 57}, {'hour': '15:00:00', 'pedestrian': 2, 'bike': 20, 'car': 232, 'lorry': 63}, {'hour': '16:00:00', 'pedestrian': 2, 'bike': 25, 'car': 303, 'lorry': 53}, {'hour': '17:00:00', 'pedestrian': 2, 'bike': 23, 'car': 335, 'lorry': 27}, {'hour': '18:00:00', 'pedestrian': 0, 'bike': 19, 'car': 320, 'lorry': 11}, {'hour': '19:00:00', 'pedestrian': 2, 'bike': 18, 'car': 244, 'lorry': 4}, {'hour': '20:00:00', 'pedestrian': 2, 'bike': 9, 'car': 188, 'lorry': 0}, {'hour': '21:00:00', 'pedestrian': 0, 'bike': 6, 'car': 114, 'lorry': 0}, {'hour': '22:00:00', 'pedestrian': 0, 'bike': 14, 'car': 0, 'lorry': 0}]",Feature
